Deal - Organization,Deal - Value,Deal - Status,Deal - Stage,Deal - Deal closed on,Deal - Deal created,Deal - Lead Source,Organization - Address,Organization - Num Client A3,Organization - Tipologia Client,CENTROCOSTE3
INSTITUT Nicolau Copèrnic,"1,261.93 EUR",Won,Proposal Presented,2018-10-11 15:54:10,2018-09-25 11:10:43,Client,"Carrer de Torrent del Batlle, 10, 08225 Terrassa, Barcelona",,Escoles,14110
INSTITUT JOAN MIRÓ,"2,000.22 EUR",Won,Proposal Accepted,2018-10-05 16:08:45,2018-10-01 09:51:29,Client,"AVINGUDA MONTSERRAT S/N, CORNELLÀ DE LLOBREGAT",219,Escoles,14110
Institut Montserrat,665.49 EUR,Won,Proposal Presented,2018-10-15 09:58:20,2018-10-04 10:08:41,Client,"Carrer de Copèrnic, 84, 08006 Barcelona, Spain",,Escoles,14110
IPSE,"4,109.88 EUR",Won,Proposal Accepted,2018-11-12 00:00:00,2018-10-09 16:58:36,Client,"Escola IPSE, Carrer de Casanova, Barcelona, Spain",,Escoles,14110
Escola Àngel Guimerà,662.96 EUR,Won,Proposal Presented,2019-01-18 09:38:38,2019-01-17 08:42:03,Client,"Escola Pública Àngel Guimerà, Carrer de Bonaventura Pedemonte, Sant Andreu de la Barca, Spain",,Escoles,14110
Escola Pia Igualada,"2,676.95 EUR",Won,Proposal Accepted,2018-09-07 00:00:00,2018-09-05 12:20:09,New Call,"Escola Pia, Plaça Castells, Igualada, Spain",,Escoles,14110
Escola Marta Mata El Vendrell,909.04 EUR,Won,Proposal Accepted,2018-10-05 12:42:30,2018-09-10 14:10:07,New Call,"Escola Marta Mata, Avinguda del Tancat de la Plana, El Vendrell, Spain",,Escoles,14110
Escola Roc Alabern,"1,496.82 EUR",Lost,Proposal Presented,2018-09-25 13:06:58,2018-09-10 17:57:32,New Call,"Escola Roc Alabern, Carrer de Mallorca, Terrassa, Spain",,Escoles,14110
Escola Emili Juncadella,814.99 EUR,Won,Proposal Accepted,2018-09-20 08:54:52,2018-09-13 16:33:38,New Call,"Carrer de Juan de Garay, 12, 08041 Barcelona",,Escoles,14110
Escola Mar i Cel,540.00 EUR,Won,Proposal Accepted,2018-12-21 11:01:30,2018-10-08 12:16:44,New Call,"Escola Mar I Cel, Carrer Clot del Bassó, Cubelles, Spain",,Escoles,14110
Escola Les Corts,"2,472.64 EUR",Won,Proposal Accepted,2018-10-25 11:39:22,2018-07-18 12:58:08,WEB,"Escola Les Corts, Carrer d'Eugeni d'Ors, Barcelona, Spain",,Escoles,14110
Escola Ramon Muntaner,0.00 EUR,Lost,New Deal,2018-12-07 09:34:52,2018-09-07 13:36:26,WEB,"Escola Pública Ramon Muntaner, Carrer de l'Ermita de Bellvitge, L'Hospitalet de Llobregat, Spain",,Escoles,14110
Escola Verns,"2,230.89 EUR",Won,Proposal Accepted,2018-12-20 13:28:05,2018-10-31 13:30:43,WEB,"Escola Verns, Carrer de Cantàbria, Barcelona, Spain",,Escoles,14110
Sagrado Corazón Málaga,"1,143.84 EUR",Lost,Proposal Presented,2018-12-21 09:13:17,2017-10-13 12:49:00,,"Sacred Heart School ""The Slaves"", Calle Liborio García, Málaga, Spain",,Escoles,14110
Colegio Mirasierra,"3,582.98 EUR",Lost,Proposal Presented,2018-09-26 14:45:52,2017-10-23 10:49:26,,"Calle de Ascao, 33, Madrid, Spain",,Escoles,14110
Terraferma,0.00 EUR,Lost,New Deal,2018-12-07 10:02:33,2017-11-28 16:14:28,,"Calle Lleida, 270, 25110 Alpicat, Lleida",,Escoles,14110
Arabell,0.00 EUR,Lost,New Deal,2018-12-07 09:41:35,2017-11-28 16:19:36,,"N-240, 101, 25080 Lleida",,Escoles,14110
Escola Sant Josep de Calassanç,"1,673.55 EUR",Lost,Proposal Presented,2018-09-27 18:12:22,2017-11-29 15:45:27,,"Escola Sant Josep de Calassanç, Carrer de les Borges Blanques, Terrassa, Spain",,Escoles,14110
Escola Grèvol,0.00 EUR,Lost,Needs Taken,2018-12-07 09:40:22,2017-12-01 14:53:01,,"Provençals, 9, 08019 Barcelona",,Escoles,14110
SAGRADO CORAZÓN HERMANOS CORAZONISTAS,"1,876.77 EUR",Won,Proposal Accepted,2018-09-20 09:04:19,2018-01-25 12:23:25,,"CARRER EDUARDO CONDE, 17-23, BARCELONA",786,Escoles,14110
Escola El Viver,"1,913.93 EUR",Won,Proposal Accepted,2018-09-05 09:35:03,2018-02-05 17:03:40,,"Escola El Viver, Carrer Font, Montcada i Reixac, Spain",,Escoles,14110
Col·legi Sant Gervasi l'Hospitalet,"2,627.44 EUR",Won,Proposal Accepted,2018-09-06 17:11:44,2018-02-20 09:37:31,,"Carrer Bòbiles, 39, 08905 Hospitalet De Llobregat ( L'), Barcelona",1888,Escoles,14110
Colegio San Juan de Ávila,"1,234.87 EUR",Won,Proposal Accepted,2018-08-03 13:13:10,2018-03-05 18:04:44,,"Colegio San Juan de Ávila, Calle Ramblilla Baja, Salobreña, Spain",,Escoles,14110
Pedagogium Cos,609.13 EUR,Won,Proposal Accepted,2018-09-04 16:39:58,2018-03-07 09:55:44,,"Carrer Marià Fortuny, 75, 08830 Sant Boi de Llobregat,",,Escoles,14110
Escola Mas Boadella,"3,014.80 EUR",Lost,Proposal Presented,2018-09-07 09:37:28,2018-03-16 15:22:03,,"Col·legi Públic Mas Boadella, Carrer de Viena, Sabadell, Spain",,Escoles,14110
Colegio Casa de la Virgen,186.48 EUR,Won,Proposal Accepted,2018-10-03 12:36:28,2018-03-19 11:05:37,,"Calle Virgen del Val, 1, Madrid, Spain",,Escoles,14110
American School of Las Palmas,"3,212.14 EUR",Won,Proposal Accepted,2018-10-18 17:37:50,2018-03-19 11:08:56,,"Carretera de los Hoyos, Km. 1,7, 35017 Las Palmas de Gran Canaria, Las Palmas",,Escoles,14110
Institut Mediterrània Masnou,"3,517.67 EUR",Won,Proposal Accepted,2018-09-13 09:07:15,2018-04-11 10:28:54,,"Institut Mediterrania, Carrer Rosa Sensat, El Masnou, Spain",,Escoles,14110
Escola Aloma,"1,500.00 EUR",Lost,Proposal Presented,2018-09-20 13:04:33,2018-05-04 12:51:37,,"Escola Aloma, Carrer Torrent de Can Piquer, Barcelona, Spain",,Escoles,14110
Jesús Maria Sant Andreu,0.00 EUR,Lost,New Deal,2018-12-07 09:46:12,2018-05-10 18:09:01,,"Col·legi Jesús Maria, Avinguda Meridiana, Barcelona, Spain",,Escoles,14110
Cooperativa Juan Ramon Jimenez Las Palmas,"3,793.06 EUR",Lost,Proposal Accepted,2018-09-27 09:13:42,2018-05-16 10:24:18,,"Carretera de los Hoyos, 160, 35017 Los Hoyos, Las Palmas, Spain",,Escoles,14110
CEIP Mirasierra,"1,170.28 EUR",Won,Proposal Accepted,2018-10-02 11:24:15,2018-05-28 11:58:53,,"Calle de la Masó, 22, 28034, Madrid, Spain",,Escoles,14110
SAFA Horta,"2,000.00 EUR",Lost,In Negociation,2018-12-04 13:41:08,2018-05-31 13:52:09,,"Col·legi Sagrada Família-Horta, Carrer de Peris i Mencheta, Barcelona, Spain",,Escoles,14110
Escola Lumen,909.95 EUR,Lost,Proposal Presented,2018-10-30 09:36:06,2018-06-01 17:10:58,,"Escola Lumen, carrer de Provença, Terrassa, Spain",,Escoles,14110
Santa Teresa de Jesús (Huelva),594.36 EUR,Won,Proposal Presented,2018-09-20 08:31:15,2018-06-04 09:51:13,,"Av. Guatemala, s/n, 21003 Huelva",,Escoles,14110
Escola Àngel Guimerà,"1,869.36 EUR",Won,In Negociation,2018-10-23 16:10:30,2018-06-04 16:34:13,,"Escola Pública Àngel Guimerà, Carrer de Bonaventura Pedemonte, Sant Andreu de la Barca, Spain",,Escoles,14110
COLEGIO PÚBLICO RIOTURBIO,"1,466.74 EUR",Lost,Proposal Presented,2018-10-03 13:46:06,2018-06-04 16:43:53,,"CP RIOTURBIO, Returbiu, Spain",,Escoles,14110
CEIP Federico García Lorca Móstoles,0.00 EUR,Lost,Needs Taken,2018-09-26 13:13:26,2018-06-06 13:41:35,,"Calle de Francisco Javier Sauquillo, 26, 28932 Móstoles, Madrid, Spain",,Escoles,14110
IE Gran Capità,"8,473.01 EUR",Won,Proposal Accepted,2018-08-20 11:48:08,2018-06-14 12:15:01,,"Gran Capità, Carrer Josep Maria Trias de Bes, Sant Joan Despí, Spain",,Escoles,14110
Escola Beat Bonaventura Gran,"1,004.99 EUR",Won,Proposal Accepted,2018-09-20 10:48:54,2018-06-20 09:01:58,,"Col·legi Públic Beat Bonaventura Gran, Carrer Doctor Fleming, Riudoms, Spain",1811,Escoles,14110
CP Cristo de la Paz Alicante,514.84 EUR,Won,Proposal Accepted,2018-07-18 10:40:35,2018-06-22 16:11:06,,"Av. la Rambla, 1, 03550 San Juan de Alicante, Alicante, Spain",,Escoles,14110
Col·legi Pare Enric d'Ossó,"1,723.29 EUR",Lost,Proposal Presented,2018-10-02 08:38:34,2018-06-22 16:23:32,,"Av. d'Amèrica, 5-9, 08907 L'Hospitalet de Llobregat, Barcelona",,Escoles,14110
Ateneu Instructiu,"1,000.00 EUR",Lost,Proposal Presented,2018-11-27 17:20:57,2018-06-22 16:26:30,,"Ateneu Instructiu, Carrer de Francesc Macià, Sant Joan Despí, Spain",,Escoles,14110
Cultura Pràctica,0.00 EUR,Lost,New Deal,2018-12-07 09:44:56,2018-06-22 16:43:02,,"c. Sant Pere, 36 08221 Terrassa",,Escoles,14110
Col·legi Santíssima Trinitat Badalona,"2,220.07 EUR",Lost,Proposal Presented,2018-12-10 11:10:15,2018-06-22 16:55:59,,"Carrer de Santiago, 49-57, Badalona, Spain",,Escoles,14110
Escola Baldiri Reixach,"1,254.90 EUR",Won,Proposal Accepted,2018-07-18 10:22:36,2018-06-26 13:39:53,,"Carrer de Bilbao, 13, Sant Feliu de Guíxols, Spain",,Escoles,14110
CEIP Rodriguez de Celis,873.40 EUR,Lost,In Negociation,2018-09-17 10:21:43,2018-06-27 10:21:31,,"C/ La Serna, 29 39211 Paracuelles",,Escoles,14110
Bastida Ikastola,0.00 EUR,Lost,New Deal,2018-07-10 11:09:06,2018-06-28 16:42:08,,"Diputazio etorbidea, 25 01330 Bastida (Araba)",,Escoles,14110
Col.legi Maria Auxiliadora - Salesianes Terrassa,0.00 EUR,Lost,New Deal,2018-12-07 09:45:20,2018-06-28 16:45:50,,"Carrer de Santa Maria de Mazzarello, 49, 08224 Terrassa, Barcelona",,Escoles,14110
Escola Pia Tàrrega,"2,159.90 EUR",Lost,Proposal Presented,2018-12-14 11:24:00,2018-06-28 16:47:39,,"Plaça Pare Carles Perelló 1, 25300 Tàrrega, Lleida",,Escoles,14110
Escola Castell d'Òdena,"1,531.82 EUR",Won,Proposal Accepted,2018-07-12 08:46:11,2018-06-29 11:28:16,,"Carrer Verdaguer, 0, 08711 Òdena, Barcelona",,Escoles,14110
Escola Les Clisques,271.67 EUR,Lost,Proposal Presented,2018-09-07 13:31:30,2018-07-02 17:16:32,,"Colegio Público les Clisques Zer Cap de Creus, Carrer de la Lloia, El Port de la Selva, Spain",,Escoles,14110
Escola Bosc de la Pabòrdia,"1,000.71 EUR",Won,In Negociation,2018-10-09 15:19:39,2018-07-04 13:37:08,,"Colegio Público El Bosc de la Pabordia, Carrer Riera de Mus, Girona, Spain",,Escoles,14110
Escola Mare de Déu de Montserrat Castellbisbal,"2,730.00 EUR",Lost,Proposal Presented,2018-07-31 16:57:29,2018-07-05 10:39:38,,"Avinguda de Pau Casals, 20, 08755 Castellbisbal, Spain",,Escoles,14110
ESCOLA MARE DE DÉU DEL PILAR,733.38 EUR,Won,Proposal Accepted,2018-07-23 17:00:38,2018-07-05 11:02:55,,"Carrer de Sant Joan, 62, 08243 Manresa, Barcelona, Spain",879,Escoles,14110
Escola Miralletes,679.16 EUR,Lost,Proposal Presented,2018-11-27 17:20:36,2018-07-09 13:54:42,,"Escola Miralletes, Carrer de la Indústria, Barcelona, Spain",,Escoles,14110
INSTITUCIÓ FAMILIAR d´EDUCACIÓ SA COLEGIO LA VALL,"45,806.69 EUR",Won,Proposal Accepted,2018-12-10 08:51:50,2018-07-17 13:18:55,,"CR. SABADELL A BELLATERRA KM 4,6, BELLATERRA",2,Escoles,14110
IES l'Om,702.99 EUR,Won,Proposal Accepted,2018-12-13 09:02:19,2018-07-19 13:02:07,,"IES L'om, Picassent, Spain",,Escoles,14110
COL·LEGI CORAZÓN INMACULADO DE MARÍA,"2,149.35 EUR",Won,Proposal Accepted,2018-09-03 09:23:46,2018-07-24 13:13:08,,"Colegio Corazón Inmaculado de María, Sentmenat, Barcelona, Spain",,Escoles,14110
FEDAC Castellar,"2,407.01 EUR",Won,Proposal Accepted,2018-09-10 09:10:11,2018-07-24 16:42:04,,"Fedac Castellar, Passeig de Tolrà, Castellar del Vallès, Spain",981,Escoles,14110
Vedruna l'Espluga de Francolí,"1,222.18 EUR",Won,Proposal Accepted,2018-08-27 11:36:08,2018-07-25 16:08:18,,"Vedruna Espluga de Francolí, Calle Pompeu Fabra, L'Espluga de Francolí, Spain",,Escoles,14110
Col·legi Balaguer,482.48 EUR,Won,Proposal Accepted,2018-08-29 14:59:19,2018-08-28 17:14:58,,"Escola Balaguer, Avinguda Nord, L'Hospitalet, Spain",,Escoles,14110
Universidad de Alicante,"1,647.49 EUR",Won,Proposal Accepted,2018-09-20 11:05:25,2018-09-13 11:17:58,,Carretera San Vicente del Raspeig s/n 03690 San Vicente del Raspeig - Alicante,,Escoles,14110
CPI Plurilingüe O Cruce,571.92 EUR,Won,In Negociation,2018-10-05 09:46:53,2018-09-13 16:12:43,,"Centro Público Integrado O Cruce, Plaza del Campo da Feira, Cerceda, Spain",,Escoles,14110
"SEK ATLANTICO, S.L",107.98 EUR,Won,Proposal Accepted,2018-09-27 09:17:52,2018-09-17 10:20:35,,"C/ ILLA DE AROUSA, 4 BOA VISTA -  POIO, PONTEVEDRA",39,Escoles,14110
SANTA MARIA DELS APÒSTOLS,543.43 EUR,Won,Proposal Presented,2018-10-09 15:33:24,2018-09-19 11:36:32,,"RAMBLA DE PRIM 146-152, BARCELONA",676,Escoles,14110
Santa Teresa de Jesús (Huelva),"1,783.08 EUR",Won,Proposal Accepted,2019-01-09 13:29:59,2018-09-20 08:29:46,,"Av. Guatemala, s/n, 21003 Huelva",,Escoles,14110
CRIE Zamora,950.81 EUR,Won,Proposal Presented,2018-09-26 18:48:40,2018-09-21 13:47:05,,"Carretera de La Aldehuela, s/n 49022.- ZAMORA",,Escoles,14110
Colegio Los Tilos,"2,130.36 EUR",Won,Proposal Accepted,2018-10-05 15:30:17,2018-09-25 18:05:51,,"Calle el Bosco, Madrid, Spain",1219,Escoles,14110
IES Joanot Martorell Valencia,"1,425.55 EUR",Lost,Proposal Presented,2018-12-04 11:01:58,2018-09-26 09:02:49,,"Ies Joanot Martorell, Carrer de la Ciutat de l'Aprenent, Valencia, Spain",,Escoles,14110
SEK ALBORAN S.L,"2,416.40 EUR",Won,Proposal Accepted,2018-09-26 10:57:26,2018-09-26 10:57:14,,"C/ BARLOVENTO, S/N URB. ALMERIMAR, EL EJIDO",272,Escoles,14110
"SEK CIUDALCAMPO, S.L.","3,939.25 EUR",Won,In Negociation,2018-10-03 12:37:26,2018-09-27 09:22:09,,"PASEO DE LAS PERDICES, 2 URB. CIUDALCAMPO, SAN SEBASTIAN DE LOS REYE",41,Escoles,14110
COLEGIO INTERNACIONAL SEK EL CASTILLO,538.91 EUR,Lost,In Negociation,2018-10-29 11:35:01,2018-09-27 09:22:54,,"CASTILLO DE MANZANARES, S/N, VILLANUEVA DE LA CAÑADA",587,Escoles,14110
Centro Privado de Enseñanza San José HFI,277.38 EUR,Won,Proposal Presented,2018-10-11 10:13:32,2018-10-02 16:03:18,,"Carrer del Dr. Sumsi, 5, 46005 València",,Escoles,14110
Bell-Lloc del Pla,319.90 EUR,Lost,Proposal Presented,2018-12-21 13:44:03,2018-10-03 17:17:14,,"Bell-lloc Del Pla, Carrer Can Pau Birol, Girona, Spain",11,Escoles,14110
CEIP Miguel Hernández Laguna de Duero,"2,445.00 EUR",Lost,Proposal Presented,2018-12-04 10:25:00,2018-10-04 13:45:29,,"Av. de la Libertad, 32, Laguna de Duero, Spain",,Escoles,14110
COLEGIO INTERNACIONAL SEK EL CASTILLO,"1,401.20 EUR",Won,Proposal Presented,2018-10-29 10:01:22,2018-10-04 15:24:25,,"CASTILLO DE MANZANARES, S/N, VILLANUEVA DE LA CAÑADA",587,Escoles,14110
Escola Arrels Solsona,"3,063.63 EUR",Lost,Proposal Presented,2018-12-10 15:53:47,2018-10-09 15:23:36,,"Arrels I, Travessia de Sant Isidre, Solsona, Spain",,Escoles,14110
CEIP Montessori,0.00 EUR,Lost,New Deal,2018-12-07 10:10:01,2018-10-10 09:41:53,,"Escola Montessori, Carrer de Monturiol, Rubí, Spain",,Escoles,14110
FEDAC Canet,863.50 EUR,Won,Proposal Accepted,2018-12-20 13:59:59,2018-10-11 12:02:43,,"FEDAC Canet, Carrer Vall, Canet de Mar, Spain",,Escoles,14110
Escola Pia Sitges,"2,942.87 EUR",Lost,Proposal Presented,2018-12-05 11:14:52,2018-10-18 11:23:05,,"Escola Pia de Sitges, Carrer de Sant Isidre, Sitges, Spain",,Escoles,14110
Institut Montserrat,369.99 EUR,Won,Proposal Presented,2018-10-19 15:47:08,2018-10-19 11:51:04,,"Carrer de Copèrnic, 84, 08006 Barcelona, Spain",,Escoles,14110
Col·legi Maria Rosa Molas,"1,723.14 EUR",Lost,Proposal Presented,2018-12-20 16:15:22,2018-10-22 09:46:36,,"Col·legi Maria Rosa Molas, Carrer de la Mare Molas, Reus, Spain",,Escoles,14110
CEIP José Esquivel,"1,773.29 EUR",Won,Proposal Accepted,2018-11-02 10:02:17,2018-10-31 08:51:34,,"CEIP José Esquivel, Calle Lajial, Puerto de Santiago, Spain",,Escoles,14110
Escola Túrbula,0.00 EUR,Lost,New Deal,2018-11-23 16:59:19,2018-10-31 13:44:13,,"Carretera de Mataró, 26, 08930 Sant Adrià de Besòs, Barcelona, Espanya",,Escoles,14110
COLEGIO DE FOMENTO LAS ACACIAS,"2,990.40 EUR",Won,Proposal Accepted,2018-11-15 09:12:29,2018-11-07 13:46:06,,"Camiño da Parrocha, 26, 36214 Bembrive, Vigo, Pontevedra",,Escoles,14110
ESCOLA ÀNGEL BAIXERAS,"1,004.99 EUR",Lost,Proposal Presented,2018-11-27 10:05:20,2018-11-19 09:38:01,,"CARRER SALVADOR AULET 1, BARCELONA",771,Escoles,14110
PEEKABOO School of English,286.98 EUR,Won,Proposal Presented,2018-11-19 19:53:28,2018-11-19 12:09:32,,"Plaza Europa, 25, Bajo, Gijón, Spain",1666,Escoles,14110
COLEGIO DE FOMENTO MONTECASTELO,"1,708.80 EUR",Lost,Proposal Presented,2018-12-13 10:49:40,2018-11-19 19:54:49,,"Dr. PAZ PARDO, 84, VIGO",214,Escoles,14110
Col·legi La Salle Girona,"1,509.50 EUR",Lost,Proposal Presented,2019-01-10 09:26:25,2018-12-04 16:28:23,,C/ Sant Joan Baptista La Salle 12 17002 Girona,,Escoles,14110
